year	country	gov_right1	gov_cent1	gov_left1	gov_party	elect	vturn	womenpar	realgdpgr	inflation	debt_hist	deficit	ttl_labf	labfopar	unemp	pop	pop15_64	pop65	elderly
1975	Malta	0.00	0.00	100.00	5		92.9	3.6								308.53			
1976	Malta	0.00	0.00	100.00	5	18/09/1976	94.9	3.1								310.11			
1977	Malta	0.00	0.00	100.00	5		94.9	3.1								311.32	204.50	25.64	8.24
1978	Malta	0.00	0.00	100.00	5		94.9	3.1								314.58	207.71	25.56	8.12
1979	Malta	0.00	0.00	100.00	5		94.9	3.1								317.78	210.50	25.57	8.05
1980	Malta	0.00	0.00	100.00	5		94.9	3.1			15.08					321.13	213.35	25.47	7.93
1981	Malta	0.00	0.00	100.00	5	12/12/1981	94.6	3.1			13.46					323.50	215.43	25.00	7.73
1982	Malta	0.00	0.00	100.00	5		94.6	3.1			12.65					330.52			
1983	Malta	0.00	0.00	100.00	5		94.6	3.1			14.97					335.21			
1984	Malta	0.00	0.00	100.00	5		94.6	3.1			15.48					335.28	220.66	28.63	8.54
1985	Malta	0.00	0.00	100.00	5		94.6	3.1			14.37					341.22	223.37	30.38	8.90
1986	Malta	0.00	0.00	100.00	5		94.6	3.1			12.04					346.97	225.95	32.42	9.34
1987	Malta	0.00	63.56	36.44	3	09/05/1987	96.1	2.9			15.58					349.50	227.50	33.15	9.48
1988	Malta	0.00	100.00	0.00	1		96.1	2.9			18.11					352.80	229.50	33.81	9.58
1989	Malta	0.00	100.00	0.00	1		96.1	2.9			17.81					356.43	231.68	34.69	9.73
1990	Malta	0.00	100.00	0.00	1		96.1	2.9			22.46		141.91	60.63	5.40	360.12	234.08	35.66	9.90
1991	Malta	0.00	100.00	0.00	1		96.1	2.9			25.29		143.48	60.55	4.70	364.04	236.97	36.49	10.02
1992	Malta	0.00	100.00	0.00	1	22/02/1992	96.0	1.5	4.69		27.22		146.14	60.92	5.20	367.49	239.88	37.28	10.14
1993	Malta	0.00	100.00	0.00	1		96.0	1.5	4.49		31.97		148.14	60.99	5.70	371.36	242.92	37.99	10.23
1994	Malta	0.00	100.00	0.00	1		96.0	1.5	5.72		33.39		148.74	60.42	5.60	374.94	246.18	38.67	10.31
1995	Malta	0.00	100.00	0.00	1		96.0	1.5	6.23		34.40	-3.50	152.16	61.09	4.80	377.79	249.09	39.77	10.53
1996	Malta	0.00	82.24	17.76	2	26/10/1996	97.2	5.8	3.99		38.70	-7.70	155.12	62.08	5.20	380.00	249.89	40.96	10.78
1997	Malta	0.00	0.00	100.00	5		97.2	5.8	4.85	3.91	46.60	-7.10	157.11	62.66	6.10	382.79	250.72	42.18	11.02
1998	Malta	0.00	31.51	68.49	4	05/09/1998	95.4	9.2	3.42	3.70	51.20	-9.30	156.91	61.96	6.20	385.27	253.25	43.01	11.16
1999	Malta	0.00	100.00	0.00	1		95.4	9.2	4.06	2.29	62.10	-6.70	158.89	62.17	6.70	387.49	255.57	45.12	11.64
2000	Malta	0.00	100.00	0.00	1		95.4	9.2	6.41	3.04	60.90	-5.50	156.80	60.01	6.70	389.96	261.28	46.50	11.92
2001	Malta	0.00	100.00	0.00	1		95.4	9.2	0.61	2.51	65.50	-6.10	161.18	60.27	7.60	393.09	267.42	48.98	12.46
2002	Malta	0.00	100.00	0.00	1		95.4	9.2	2.98	2.61	63.20	-5.40	161.39	59.67	7.40	395.93	270.46	49.68	12.55
2003	Malta	0.00	100.00	0.00	1	12/04/2003	96.9	7.7	2.54	1.94	69.10	-9.10	161.22	58.97	7.70	398.57	273.41	51.55	12.93
2004	Malta	0.00	100.00	0.00	1		96.9	9.2	0.44	2.73	72.00	-4.40	160.87	58.19	7.20	401.16	276.45	52.85	13.17
2005	Malta	0.00	100.00	0.00	1		96.9	9.2	3.79	2.53	70.10	-2.70	162.26	58.16	6.90	403.80	278.99	54.03	13.38
2006	Malta	0.00	100.00	0.00	1		96.9	9.2	1.83	2.58	64.60	-2.60	164.71	58.61	6.80	405.25	281.01	56.01	13.82
2007	Malta	0.00	100.00	0.00	1		96.9	9.2	3.99	0.70	62.40	-2.30	167.75	59.11	6.50	406.74	283.81	56.49	13.89
2008	Malta	0.00	100.00	0.00	1	08/03/2008	93.3	8.7	3.35	4.68	62.70	-4.20	171.24	59.69	6.00	409.37	286.87	57.60	14.07
2009	Malta	0.00	100.00	0.00	1		93.3	8.7	-2.46	1.84	67.80	-3.30	173.00	59.95	6.90	412.45	288.59	60.12	14.58
2010	Malta	0.00	100.00	0.00	1		93.3	8.7	3.54	2.04	67.60	-3.20	175.94	61.03	6.90	414.47	288.28	63.47	15.31
2011	Malta	0.00	100.00	0.00	1		93.3	8.7	1.91	2.51	69.90	-2.60	179.62	62.50	6.40	416.27	287.41	66.91	16.07
2012	Malta	0.00	100.00	0.00	1		93.3	8.7	2.84	3.23	67.50	-3.50	183.83	63.94	6.30	419.44	287.50	70.47	16.80
2013	Malta	0.00	19.45	80.55	4	08/03/2013	93.0	14.3	4.07	0.98	68.60	-2.60	191.28	66.43	6.40	423.36	287.96	74.15	17.51
2014	Malta	0.00	0.00	100.00	5		93.0	14.3	3.72	0.77	67.10	-2.00	199.37	69.16	5.80	427.42	288.28	77.76	18.19
1960	Netherlands	53.85	46.15	0.00	1		95.6	9.3			73.40		4322.00		0.90	11486.63	7009.17	1033.70	9.00
1961	Netherlands	53.85	46.15	0.00	1		95.6	9.3	3.22	0.57	73.08		4367.00		0.70	11638.71	7121.01	1064.32	9.14
1962	Netherlands	53.85	46.15	0.00	1		95.6	9.3	4.15	2.43	71.99		4455.00		0.60	11805.69	7272.10	1093.74	9.26
1963	Netherlands	53.85	46.15	0.00	1	15/05/1963	95.1	10.0	3.71	3.24	70.33		4513.00		0.70	11965.97	7406.00	1120.07	9.36
1964	Netherlands	53.85	46.15	0.00	1		95.1	10.0	7.98	5.82	66.03		4592.00		0.50	12127.12	7526.02	1147.62	9.46
1965	Netherlands	26.86	43.90	24.36	2		95.1	10.0	5.69	3.91	65.55		4632.00		0.60	12294.73	7644.18	1176.09	9.57
1966	Netherlands	16.09	45.75	31.80	3		95.1	10.0	3.02	5.76	66.57		4679.00		0.80	12456.25	7757.86	1204.24	9.67
1967	Netherlands	50.50	49.50	0.00	1	15/02/1967	94.9	8.0	5.55	3.46	67.03		4707.00		1.70	12598.20	7854.46	1235.48	9.81
1968	Netherlands	57.14	42.86	0.00	1		94.9	8.0	6.57	3.72	67.27		4740.00		1.50	12729.72	7943.64	1266.56	9.95
1969	Netherlands	57.14	42.86	0.00	1		94.9	8.0	5.42	7.42	64.68	-1.64	4786.00		1.10	12877.98	8044.70	1295.97	10.06
1970	Netherlands	57.14	42.86	0.00	1		94.9	8.0	5.70	3.67	62.48	-1.97	4836.00		1.00	13038.53	8155.65	1325.36	10.16
1971	Netherlands	53.64	46.36	0.00	1	28/03/1971	79.1	8.0	4.22	7.48	60.63	-2.12	4874.00		1.30	13194.50	8271.84	1353.84	10.26
1972	Netherlands	52.67	47.33	0.00	1	29/11/1972	83.5	9.3	3.31	7.80	57.32	-1.11	4885.00		2.30	13328.59	8381.05	1381.60	10.37
1973	Netherlands	28.40	35.38	36.22	3		83.5	9.3	4.69	8.02	52.78	0.14	4889.00		2.40	13439.32	8484.73	1410.78	10.50
1974	Netherlands	12.50	31.25	56.25	3		83.5	9.3	3.97	9.59	50.16	-0.59	4916.00		2.90	13545.06	8596.71	1442.86	10.65
1975	Netherlands	12.50	31.25	56.25	3		83.5	9.3	-0.09	10.22	50.54	-3.21	5003.00	57.32	5.50	13666.33	8728.34	1474.79	10.79
1976	Netherlands	12.50	31.25	56.25	3		83.5	9.3	5.12	8.83	49.39	-2.31	5033.00	56.80	5.80	13774.04	8860.41	1502.24	10.91
1977	Netherlands	13.24	32.51	54.25	3	25/05/1977	88.0	13.3	2.32	6.40	48.97	-0.97	5072.00	56.50	5.60	13856.18	8977.09	1531.82	11.06
1978	Netherlands	33.33	66.67	0.00	1		88.0	13.3	2.48	4.11	50.77	-2.36	5132.00	56.43	5.60	13941.70	9095.22	1565.11	11.23
1979	Netherlands	33.33	66.67	0.00	1		88.0	13.3	1.84	4.20	53.65	-2.52	5207.00	56.45	5.70	14038.27	9223.98	1598.11	11.38
1980	Netherlands	33.33	66.67	0.00	1		88.0	13.3	1.68	6.51	56.36	-3.89	5403.00	57.71	6.40	14149.80	9361.96	1628.67	11.51
1981	Netherlands	23.11	64.62	12.27	2	26/05/1981	87.0	14.7	-0.51	6.74	61.52	-4.76	5660.00	59.65	8.90	14247.21	9488.19	1655.13	11.62
1982	Netherlands	0.00	66.36	33.64	3	08/09/1982	81.0	16.7	-1.28	5.91	68.36	-5.89	5774.00	60.17	11.80	14312.69	9596.18	1678.19	11.73
1983	Netherlands	0.00	100.00	0.00	1		81.0	16.7	1.76	2.74	75.03	-5.16	5729.00	59.05	9.50	14367.07	9702.21	1698.29	11.82
1984	Netherlands	0.00	100.00	0.00	1		81.0	16.7	3.12	3.30	79.90	-5.02	5773.00	58.82	9.30	14424.21	9814.99	1719.10	11.92
1985	Netherlands	0.00	100.00	0.00	1		81.0	16.7	2.66	2.26	83.99	-3.33	5812.00	58.57	8.40	14491.63	9922.94	1749.47	12.07
1986	Netherlands	4.70	95.30	0.00	1	21/05/1986	85.8	20.0	3.13	0.08	82.15	-4.26	5863.00	58.52	7.60	14572.28	10018.80	1786.60	12.26
1987	Netherlands	35.71	64.29	0.00	1		85.8	20.0	1.85	-0.69	81.66	-4.99	6486.00	64.15	7.50	14665.04	10110.88	1822.04	12.42
1988	Netherlands	35.71	64.29	0.00	1		85.8	20.0	2.98	0.74	83.27	-3.94	6641.00	65.19	7.40	14760.09	10187.41	1858.54	12.59
1989	Netherlands	30.33	62.13	7.53	2	06/09/1989	80.3	25.3	4.48	1.08	83.99	-4.70	6713.00	65.52	6.70	14848.91	10245.36	1891.32	12.74
1990	Netherlands	0.00	50.00	50.00	3		80.3	25.3	4.18	2.45	83.62	-4.97	6872.00	66.68	6.10	14951.51	10305.28	1919.63	12.84
1991	Netherlands	0.00	50.00	50.00	3		80.3	25.3	2.45	3.16	84.45	-2.53	7011.00	67.60	5.70	15069.80	10371.50	1946.67	12.92
1992	Netherlands	0.00	50.00	50.00	3		80.3	25.3	1.59	3.18	87.88	-4.00	7133.00	68.37	5.70	15184.17	10433.57	1972.61	12.99
1993	Netherlands	0.00	50.00	50.00	3		80.3	25.3	1.26	2.58	92.24	-2.71	7085.00	67.54	6.50	15290.37	10490.21	1996.76	13.06
1994	Netherlands	12.92	42.25	44.83	3	03/05/1994	78.8	31.3	3.01	2.80	82.61	-3.44	7184.00	68.19	7.20	15382.84	10535.00	2020.79	13.14
1995	Netherlands	35.71	28.57	35.71	3		78.8	31.3	3.25	1.92	85.33	-8.58	7410.00	70.11	8.30	15459.01	10568.69	2047.22	13.24
1996	Netherlands	35.71	28.57	35.71	3		78.8	31.3	3.29	2.11	83.75	-1.72	7517.00	70.89	7.70	15530.50	10603.56	2072.36	13.34
1997	Netherlands	35.71	28.57	35.71	3		78.8	31.3	4.51	2.11	78.34	-1.27	7673.00	72.10	6.50	15610.65	10641.73	2096.78	13.43
1998	Netherlands	38.67	25.62	35.71	3	06/05/1998	73.3	36.0	4.42	1.96	76.03	-0.90	7797.00	72.95	5.10	15707.21	10687.46	2120.33	13.50
1999	Netherlands	40.00	20.00	40.00	3		73.3	36.0	4.95	2.16	67.29	0.33	7939.00	73.92	4.20	15812.09	10739.67	2141.69	13.54
2000	Netherlands	40.00	20.00	40.00	3		73.3	36.0	4.33	2.36	60.13	1.88	8119.20	75.17	3.70	15925.51	10800.50	2163.47	13.58
2001	Netherlands	40.00	20.00	40.00	3		73.3	36.0	2.12	4.16	56.15	-0.34	8277.30	76.14	3.10	16046.18	10871.68	2186.61	13.63
2002	Netherlands	39.42	38.44	22.14	2	15/05/2002	79.1	34.0	0.10	3.29	56.94	-2.07	8430.70	77.10	3.70	16148.93	10935.18	2209.59	13.68
2003	Netherlands	32.50	67.50	0.00	1	22/01/2003	80.0	36.7	0.37	2.09	57.98	-3.03	8466.60	77.13	4.80	16225.30	10976.60	2235.81	13.78
2004	Netherlands	37.50	62.50	0.00	1		80.0	36.7	1.77	1.26	58.03	-1.74	8533.30	77.58	5.70	16281.78	10999.73	2269.91	13.94
2005	Netherlands	37.50	62.50	0.00	1		80.0	36.7	2.25	1.69	57.07	-0.26	8550.30	77.63	5.90	16319.87	11013.72	2309.56	14.15
2006	Netherlands	40.55	59.45	0.00	1	22/11/2006	80.4	36.7	3.61	1.10	50.96	0.20	8634.90	78.32	5.00	16346.10	11025.10	2349.41	14.37
2007	Netherlands	6.23	61.61	32.16	2		80.4	39.3	3.70	1.61	48.15	0.20	8779.60	79.50	4.20	16381.70	11042.94	2391.59	14.60
2008	Netherlands	0.00	62.50	37.50	3		80.4	41.3	1.70	2.49	60.96	0.21	8874.00	80.14	3.70	16445.59	11072.88	2443.32	14.86
2009	Netherlands	0.00	62.50	37.50	3		80.4	42.0	-3.77	1.19	63.68	-5.44	8936.30	80.45	4.40	16530.39	11107.33	2505.07	15.15
2010	Netherlands	10.82	84.04	5.14	2	09/06/2010	75.4	40.7	1.32	1.28	67.63	-5.01	8791.50	78.93	5.00	16615.39	11138.76	2566.64	15.45
2011	Netherlands	50.00	50.00	0.00	1		75.4	40.7	1.66	2.34	71.62	-4.31			5.00	16693.07	11135.55	2655.66	15.91
2012	Netherlands	50.60	42.21	7.19	2	12/09/2012	74.6	38.7	-1.06	2.46	77.37	-3.90			5.80	16754.96	11097.31	2770.36	16.53
2013	Netherlands	53.85	0.00	46.15	3		74.6	38.7	-0.41	2.51	76.34	-2.39			7.30	16804.43	11068.75	2871.69	17.09
2014	Netherlands	53.85	0.00	46.15	3		74.6	38.7	1.01	0.98	81.03	-2.36			7.40				
1960	New Zealand	5.46	0.00	94.54	4	26/11/1960	89.7	5.0		0.70	67.99		876.00	63.02	0.00	2377.00	1390.00	206.00	8.67
1961	New Zealand	100.00	0.00	0.00	1		89.7	5.0	4.45	1.80	64.59		895.00	63.16	0.00	2427.00	1417.00	209.00	8.61
1962	New Zealand	100.00	0.00	0.00	1		89.7	5.0	2.49	2.68	64.99		912.00	62.64	0.10	2485.00	1456.00	211.00	8.49
1963	New Zealand	100.00	0.00	0.00	1	30/11/1963	90.2	6.3	4.32	1.97	64.49		930.00	62.46	0.09	2537.00	1489.00	213.00	8.40
1964	New Zealand	100.00	0.00	0.00	1		90.2	6.3	4.20	3.47	61.80		958.00	62.94	0.09	2589.00	1522.00	215.00	8.30
1965	New Zealand	100.00	0.00	0.00	1		90.2	6.3	6.33	3.40	59.60		991.00	63.69	0.09	2635.00	1556.00	219.00	8.31
1966	New Zealand	100.00	0.00	0.00	1	26/11/1966	86.0	6.3	8.17	2.76	58.20		1026.00	64.73	0.00	2683.00	1585.00	223.00	8.31
1967	New Zealand	100.00	0.00	0.00	1		86.0	6.3	-3.29	6.06	59.70		1052.00	65.18	0.08	2728.00	1614.00	226.00	8.28
1968	New Zealand	100.00	0.00	0.00	1		86.0	6.3	-2.77	4.31	62.60		1043.00	63.87	0.67	2754.00	1633.00	231.00	8.39
1969	New Zealand	100.00	0.00	0.00	1	29/11/1969	88.9	4.8	6.68	4.93	62.60		1061.00	64.26	0.25	2780.00	1651.00	234.00	8.42
1970	New Zealand	100.00	0.00	0.00	1		88.9	4.8	3.31	6.52	56.00		1091.00	64.90	0.08	2820.00	1681.00	238.00	8.44
1971	New Zealand	100.00	0.00	0.00	1		88.9	4.8	2.71	10.39	51.60		1104.00	64.45	0.16	2864.00	1713.00	244.00	8.52
1972	New Zealand	93.44	0.00	6.56	2	25/11/1972	89.1	4.6	1.61	6.93	46.40		1120.00	64.07	0.39	2913.00	1748.00	250.00	8.58
1973	New Zealand	0.00	0.00	100.00	5		89.1	4.6	9.02	8.17	44.30		1156.00	64.47	0.15	2971.00	1793.00	256.00	8.62
1974	New Zealand	0.00	0.00	100.00	5		89.1	4.6	11.31	11.11	40.60		1204.00	65.33	0.07	3032.00	1843.00	262.00	8.64
1975	New Zealand	5.48	0.00	94.52	4	29/11/1975	82.5	4.6	-5.14	14.68	41.60		1228.00	65.01	0.21	3087.00	1889.00	270.00	8.75
1976	New Zealand	100.00	0.00	0.00	1		82.5	4.6	3.25	16.91	47.60		1250.00	65.14	0.28	3116.00	1919.00	279.00	8.95
1977	New Zealand	100.00	0.00	0.00	1		82.5	4.6	-1.34	14.38	44.60		1269.00	65.51	0.27	3128.00	1937.00	284.00	9.08
1978	New Zealand	100.00	0.00	0.00	1	25/11/1978	83.7	4.3	-6.37	11.96	50.00		1278.00	65.47	1.43	3129.00	1952.00	291.00	9.30
1979	New Zealand	100.00	0.00	0.00	1		83.7	4.3	1.50	13.70	52.00		1300.00	66.33	1.67	3124.00	1960.00	298.00	9.54
1980	New Zealand	100.00	0.00	0.00	1		83.7	4.3	0.39	17.15	52.30		1303.00	65.64	1.93	3144.00	1985.00	305.00	9.70
1981	New Zealand	100.00	0.00	0.00	1	28/11/1981	89.0	8.7	4.66	15.37	50.50		1319.00	65.88	3.11	3157.00	2002.00	312.00	9.88
1982	New Zealand	100.00	0.00	0.00	1		89.0	8.7	3.37	16.16	51.60		1340.00	65.98	3.05	3183.00	2031.00	319.00	10.02
1983	New Zealand	100.00	0.00	0.00	1		89.0	8.7	1.11	7.34	59.60		1355.00	65.30	4.91	3226.00	2075.00	324.00	10.04
1984	New Zealand	56.56	0.00	43.44	3	14/07/1984	91.7	12.6	8.52	6.17	62.80		1371.00	64.98	4.85	3258.00	2110.00	330.00	10.13
1985	New Zealand	0.00	0.00	100.00	5		91.7	12.6	1.62	15.42	71.79		1399.00	65.68	3.61	3272.00	2130.00	336.00	10.27
1986	New Zealand	0.00	0.00	100.00	5		91.7	12.6	0.59	13.21	70.69	-6.95	1703.20	79.59	3.91	3277.00	2140.00	344.00	10.50
1987	New Zealand	0.00	0.00	100.00	5	15/08/1987	87.2	14.4	1.11	15.74	75.99	-2.64	1711.20	78.97	3.99	3304.00	2167.00	351.00	10.62
1988	New Zealand	0.00	0.00	100.00	5		87.2	14.4	1.39	6.38	62.40	-4.86	1684.30	77.19	5.46	3317.00	2182.00	358.00	10.79
1989	New Zealand	0.00	0.00	100.00	5		87.2	14.4	1.46	5.72	58.40	-3.61	1655.00	75.57	6.98	3330.00	2190.00	365.00	10.96
1990	New Zealand	16.44	0.00	83.56	4	27/10/1990	83.2	16.5	1.07	6.10	61.70	-4.89	1679.00	76.01	8.28	3363.00	2209.00	374.00	11.12
1991	New Zealand	100.00	0.00	0.00	1		83.2	16.5	-2.16	2.60	60.10	-3.58	1700.00	74.02	10.43	3495.10	2296.60	391.30	11.20
1992	New Zealand	100.00	0.00	0.00	1		83.2	16.5	0.81	1.01	64.59	-2.98	1706.00	73.60	10.00	3531.70	2317.80	399.60	11.31
1993	New Zealand	100.00	0.00	0.00	1	06/11/1993	82.8	21.2	4.94	1.29	63.09	-0.41	1723.00	73.64	9.17	3572.20	2339.80	407.80	11.42
1994	New Zealand	100.00	0.00	0.00	1		82.8	21.2	6.68	1.75	55.64	2.58	1768.00	74.63	7.36	3620.00	2368.90	415.90	11.49
1995	New Zealand	100.00	0.00	0.00	1		82.8	21.2	4.33	3.75	49.77	2.37	1813.00	75.46	6.05	3673.40	2402.50	423.40	11.53
1996	New Zealand	100.00	0.00	0.00	1	12/10/1996	88.8	29.2	3.82	2.29	43.53	2.42	1867.00	76.44	6.10	3732.00	2442.40	430.10	11.52
1997	New Zealand	100.00	0.00	0.00	1		88.8	29.2	2.93	1.19	41.04	0.86	1888.00	76.26	6.71	3781.30	2475.60	436.30	11.54
1998	New Zealand	98.13	0.00	0.00	1		88.8	29.2	0.74	1.27	40.86	-0.02	1894.00	75.87	7.40	3815.00	2496.50	442.20	11.59
1999	New Zealand	88.49	0.00	6.30	2	27/11/1999	84.8	30.8	4.50	-0.11	38.29	-0.22	1909.00	76.06	6.48	3835.10	2509.90	447.90	11.68
2000	New Zealand	0.00	0.00	100.00	5		84.8	30.8	3.91	2.62	36.24	1.68	1926.00	76.26	5.62	3857.70	2525.50	453.50	11.76
2001	New Zealand	0.00	0.00	100.00	5		84.8	30.8	2.24	2.63	34.28	1.37	1960.00	77.08	5.19	3880.50	2542.70	460.60	11.87
2002	New Zealand	0.00	0.00	100.00	5	27/07/2002	77.0	29.2	5.07	2.68	32.44	3.34	2019.00	77.73	4.97	3948.50	2597.40	467.50	11.84
2003	New Zealand	0.00	0.00	100.00	5		77.0	28.3	4.59	1.75	30.41	3.50	2059.00	77.36	4.39	4027.20	2661.50	475.70	11.81
2004	New Zealand	0.00	0.00	100.00	5		77.0	28.3	4.39	2.29	27.75	3.92	2116.00	78.09	3.73	4087.50	2709.80	484.60	11.86
2005	New Zealand	0.00	0.00	100.00	5	17/09/2005	77.0	32.2	2.56	3.04	26.59	4.60	2173.00	79.10	3.68	4133.90	2747.20	496.40	12.01
2006	New Zealand	0.00	0.00	100.00	5		77.0	32.2	2.76	3.37	26.16	5.17	2226.00	79.94	3.64	4184.60	2784.60	511.60	12.23
2007	New Zealand	0.00	0.00	100.00	5		77.0	33.1	3.93	2.38	25.06	4.37	2260.00	80.50	3.51	4223.80	2807.30	525.30	12.44
2008	New Zealand	11.75	0.00	88.25	4	08/11/2008	75.1	33.6	-0.40	3.96	28.13	0.50	2280.00	80.59	4.29	4259.80	2829.20	535.00	12.56
2009	New Zealand	100.00	0.00	0.00	1		75.1	33.6	0.32	2.12	33.35	-2.82	2297.00	80.51	6.12	4302.60	2853.10	548.30	12.74
2010	New Zealand	100.00	0.00	0.00	1		75.1	33.6	2.03	2.30	36.98	-7.11	2318.00	80.51	6.54	4350.70	2879.10	563.50	12.95
2011	New Zealand	100.00	0.00	0.00	1	26/11/2011	69.6	32.2	1.87	4.03	40.25	-4.05	2350.00	81.22	6.50	4384.00	2893.20	580.10	13.23
2012	New Zealand	100.00	0.00	0.00	1		69.6	32.2	2.84	1.06	41.21	-2.14	2355.00	81.34	6.95	4408.10	2895.20	603.00	13.68
2013	New Zealand	100.00	0.00	0.00	1		69.6	32.2	1.69	1.13	40.49	-0.75	2384.00	82.00	6.23	4442.10	2907.30	626.00	14.09
2014	New Zealand	100.00	0.00	0.00	1	20/09/2014	70.9	29.8	2.99	1.23	40.91	-0.13	2455.00	83.27	5.76	4509.70	2948.20	650.40	14.42
1960	Norway	0.00	0.00	100.00	5		78.3	6.7		0.36	48.87	3.44	1457.00	64.30	1.20	3585.00	2266.00	391.00	10.91
1961	Norway	0.00	0.00	100.00	5	11/09/1961	79.1	8.7	6.28	2.16	45.42	4.66	1469.00	64.18	0.90	3615.00	2289.00	402.00	11.12
1962	Norway	0.00	0.00	100.00	5		79.1	8.7	2.81	5.27	43.78	3.60	1478.00	64.15	1.00	3639.00	2304.00	416.00	11.43
1963	Norway	4.09	3.58	92.33	4		79.1	8.7	3.79	2.47	41.49	2.17	1483.00	63.78	1.30	3667.00	2325.00	426.00	11.62
1964	Norway	0.00	0.00	100.00	5		79.1	8.7	5.01	5.87	31.16	2.70	1492.00	63.73	1.10	3694.00	2341.00	435.00	11.78
1965	Norway	13.48	8.99	77.53	4	12/09/1965	85.4	8.0	5.29	4.19	36.90	2.38	1496.00	63.50	0.90	3723.00	2356.00	445.00	11.95
1966	Norway	60.00	40.00	0.00	1		85.4	8.0	3.79	3.25	35.78	3.21	1503.00	63.44	0.80	3753.00	2369.00	457.00	12.18
1967	Norway	60.00	40.00	0.00	1		85.4	8.0	6.26	4.58	37.06	3.85	1517.00	63.66	0.70	3785.00	2383.00	469.00	12.39
1968	Norway	60.00	40.00	0.00	1		85.4	8.0	2.26	3.45	36.90	3.01	1528.00	63.69	1.10	3819.00	2399.00	481.00	12.59
1969	Norway	60.00	40.00	0.00	1	07/09/1969	83.8	9.3	4.50	2.96	36.57	3.22	1538.00	63.69	1.10	3851.00	2415.00	491.00	12.75
1970	Norway	60.00	40.00	0.00	1		83.8	9.3	2.00	10.64	38.35	2.48	1557.00	64.10	0.80	3879.00	2429.00	500.00	12.89
1971	Norway	11.67	7.78	80.55	4		83.8	9.3	5.13	6.22	38.28	3.38	1576.00	64.51	0.80	3903.00	2443.00	508.00	13.02
1972	Norway	6.83	13.66	79.51	4		83.8	9.3	5.09	7.26	38.61	3.69	1701.00	69.12	1.70	3933.00	2461.00	517.00	13.15
1973	Norway	26.30	52.60	21.10	2	09/09/1973	80.2	15.5	4.41	7.42	37.48	4.78	1702.00	68.71	1.60	3961.00	2477.00	527.00	13.30
1974	Norway	0.00	0.00	100.00	5		80.2	15.5	4.19	9.41	35.20	3.81	1709.00	68.58	1.50	3985.00	2492.00	537.00	13.48
1975	Norway	0.00	0.00	100.00	5		80.2	15.5	5.23	11.69	36.43	2.59	1772.00	70.74	2.30	4007.00	2505.00	548.00	13.68
1976	Norway	0.00	0.00	100.00	5		80.2	15.5	5.86	9.16	38.27	1.92	1844.00	73.20	1.80	4026.00	2519.00	559.00	13.88
1977	Norway	0.00	0.00	100.00	5	11/09/1977	82.9	23.9	4.27	9.10	43.48	0.72	1876.00	74.09	1.50	4043.00	2532.00	571.00	14.12
1978	Norway	0.00	0.00	100.00	5		82.9	23.9	3.49	8.16	49.59	0.96	1911.00	75.06	1.80	4059.00	2546.00	583.00	14.36
1979	Norway	0.00	0.00	100.00	5		82.9	23.9	4.37	4.73	39.29	2.16	1937.00	75.63	2.00	4073.00	2561.00	593.00	14.56
1980	Norway	0.00	0.00	100.00	5		82.9	23.9	4.56	10.91	36.50	5.32	1940.00	75.28	1.70	4086.00	2577.00	603.00	14.76
1981	Norway	21.64	0.00	78.36	4	14/09/1981	82.0	25.8	1.60	13.66	32.71	4.79	1975.00	76.08	2.10	4100.00	2596.00	612.00	14.93
1982	Norway	100.00	0.00	0.00	1		82.0	25.8	0.24	11.32	29.41	3.93	1995.00	76.32	2.70	4115.00	2614.00	623.00	15.14
1983	Norway	81.10	18.90	0.00	1		82.0	25.8	3.97	8.42	27.14	5.96	2014.00	76.52	3.50	4128.00	2632.00	634.00	15.36
1984	Norway	66.67	33.33	0.00	1		82.0	25.8	6.05	6.31	27.52	6.88	2034.00	76.70	3.20	4140.00	2652.00	643.00	15.53
1985	Norway	66.12	33.88	0.00	1	08/09/1985	84.0	34.4	5.55	5.65	29.81	9.69	2068.00	77.48	2.60	4153.00	2669.00	653.00	15.72
1986	Norway	21.43	13.64	64.93	3		84.0	34.4	4.04	7.19	37.20	5.82	2128.00	79.26	2.00	4169.00	2685.00	665.00	15.95
1987	Norway	0.00	0.00	100.00	5		84.0	34.4	1.75	8.72	30.80	4.55	2171.00	80.26	2.10	4187.00	2705.00	674.00	16.10
1988	Norway	0.00	0.00	100.00	5		84.0	34.4	-0.26	6.68	30.08	2.66	2183.00	80.11	3.20	4209.00	2725.00	682.00	16.20
1989	Norway	9.38	11.72	78.90	4	10/09/1989	83.2	35.8	1.04	4.54	30.00	1.82	2155.00	78.71	4.90	4227.00	2738.00	688.00	16.28
1990	Norway	37.26	46.58	16.16	2		83.2	35.8	1.93	4.13	26.85	2.20	2142.00	78.00	5.20	4241.00	2746.00	692.00	16.32
1991	Norway	0.00	0.00	100.00	5		83.2	35.8	3.08	3.42	25.35	0.13	2126.00	77.08	5.50	4262.00	2758.00	694.00	16.28
1992	Norway	0.00	0.00	100.00	5		83.2	35.8	3.57	2.35	29.57	-1.81	2130.00	76.87	5.90	4287.00	2771.00	696.00	16.24
1993	Norway	0.00	0.00	100.00	5	12/09/1993	75.8	39.4	2.85	2.29	37.17	-1.40	2131.00	76.49	6.00	4312.00	2786.00	696.00	16.14
